公司,航班号,起飞机场,到达机场,起飞时间,到达时间,机型,价格,最大折扣,满载,当前人数,起始城市,到达城市
中国南方航空(集团)公司,CZ3427,天河机场,禄口国际机场,18:30,19:30,738,1817,0.4,110,102,武汉,南京
中国南方航空(集团)公司,CZ6954,周水子机场,正定国际机场,16:50,18:00,73G,2701,0.4,260,250,大连,石家庄
中国南方航空(集团)公司,CZ6984,凤凰国际机场,太原武宿机场,16:45,20:00,73G,2598,0.3,270,266,三亚,太原
中国南方航空(集团)公司,CZ3401,双流国际机场,九黄机场,13:00,13:50,319,2436,0.5,180,172,成都,九寨沟
中国南方航空(集团)公司,CZ6271,太平机场,凤凰国际机场,9:00,15:30,320,3252,0.15,240,235,哈尔滨,三亚
四川航空股份有限公司,3U8891,双流国际机场,首都国际机场,18:30,21:05,321,2005,0.1,290,281,成都,北京
中国南方航空(集团)公司,CZ6216,首都国际机场,大庆萨尔图机场,19:10,20:50,320,2045,0.5,290,281,北京,大庆
中国南方航空(集团)公司,CZ3941,黄花机场,太平机场,12:20,17:00,320,2873,0.24,160,157,长沙,哈尔滨
中国国际航空公司,CA4359,龙洞堡机场,新白云国际机场,10:15,11:40,JET,1711,0.3,250,246,贵阳,广州
中国国际航空公司,CA1658,桃仙机场,首都国际机场,16:05,17:30,JET,1874,0,120,115,沈阳,北京
中国南方航空(集团)公司,CZ3452,丽江机场,巫家坝国际机场,18:50,19:40,319,3049,0.3,160,153,丽江,昆明
中国南方航空(集团)公司,CZ3920,宝安国际机场,姜营机场,13:50,15:50,ERJ,3063,0.17,160,154,深圳,南阳
上海航空公司,FM5521,虹桥国际机场,白塔阜机场,14:05,15:00,737,2458,0,210,201,上海,连云港
中国南方航空(集团)公司,CZ5131,萧山国际机场,首都国际机场,7:55,9:55,320,1851,0.1,160,153,杭州,北京
中国南方航空(集团)公司,CZ6226,浦东国际机场,流亭机场,18:40,19:50,319,2916,0.1,160,152,上海,青岛
上海航空公司,FM2339,虹桥国际机场,临沂机场,16:15,17:15,737,1390,0.4,200,191,上海,临沂
中国国际航空公司,CA1331,首都国际机场,新郑机场,7:35,8:55,738,1506,0.4,280,270,北京,郑州
四川航空股份有限公司,3U8928,栎社机场,昌北机场,13:40,14:40,319,2584,0.17,140,135,宁波,南昌
中国南方航空(集团)公司,CZ6218,首都国际机场,太平机场,18:05,19:45,320,2797,0.1,250,240,北京,哈尔滨
中国南方航空(集团)公司,CZ5019,咸阳机场,首都国际机场,9:30,11:15,320,3058,0,270,261,西安,北京
中国南方航空(集团)公司,CZ6306,骆岗机场,地窝堡国际机场,15:20,21:20,73G,2975,0.2,230,225,合肥,乌鲁木齐
中国南方航空(集团)公司,CZ3834,永强机场,泉州晋江机场,21:20,22:00,320,2994,0.3,130,123,温州,晋江
中国国际航空公司,CA953,首都国际机场,周水子机场,8:55,10:20,JET,1468,0.3,120,112,北京,大连
中国南方航空(集团)公司,CZ3271,两江国际机场,遥墙机场,8:00,11:30,JET,2451,0.2,120,113,桂林,济南
中国国际航空公司,CA4725,骆岗机场,长乐机场,18:35,20:00,CR7,1624,0.4,120,113,合肥,福州
中国南方航空(集团)公司,CZ6305,地窝堡国际机场,骆岗机场,8:50,14:25,73G,2162,0.2,190,184,乌鲁木齐,合肥
中国南方航空(集团)公司,CZ3580,浦东国际机场,天河机场,16:30,18:15,738,3022,0,240,233,上海,武汉
中国国际航空公司,CA4520,萧山国际机场,双流国际机场,11:30,14:20,JET,2092,0.4,130,125,杭州,成都
中国南方航空(集团)公司,CZ6991,曹家堡机场,首都国际机场,14:50,17:15,JET,2084,0.2,200,192,西宁,北京
海航集团祥鹏航空公司,8L9960,流亭机场,天河机场,19:20,21:05,737,2349,0.3,110,104,青岛,武汉
中国南方航空(集团)公司,CZ6457,滨海国际机场,河东机场,9:35,11:05,319,2243,0.3,290,286,天津,银川
中国南方航空(集团)公司,CZ6433,咸阳机场,双流国际机场,11:00,11:55,321,3418,0,210,201,西安,成都
中国南方航空(集团)公司,CZ3666,巫家坝国际机场,龙洞堡机场,16:50,17:40,738,1093,0.3,240,236,昆明,贵阳
中国南方航空(集团)公司,CZ6401,桃仙机场,咸阳机场,18:00,20:30,M90,2973,0.36,280,277,沈阳,西安
鹰联航空公司,EU2201,双流国际机场,宝安国际机场,16:35,20:05,319,2007,0.2,120,114,成都,深圳
中国国际航空公司,CA1833,首都国际机场,高崎国际机场,11:40,14:30,JET,1438,0.5,150,147,北京,厦门
中国南方航空(集团)公司,CZ3949,新白云国际机场,江北国际机场,9:00,10:50,319,1861,0.1,120,110,广州,重庆
中国国际航空公司,CA906,巫家坝国际机场,首都国际机场,19:15,22:25,73G,2753,0.3,210,203,昆明,北京
中国南方航空(集团)公司,CZ3384,姜营机场,新白云国际机场,8:20,10:20,ERJ,2121,0.3,180,172,南阳,广州
中国南方航空(集团)公司,CZ3631,天河机场,流亭机场,8:00,9:40,738,2286,0.2,100,90,武汉,青岛
中国南方航空(集团)公司,CZ3647,新白云国际机场,长乐机场,18:40,20:00,JET,2873,0,260,253,广州,福州
中国南方航空(集团)公司,CZ6465,长春龙嘉国际机场,巫家坝国际机场,9:00,15:15,319,3294,0.14,200,195,长春,昆明
四川航空股份有限公司,3U8793,新白云国际机场,河东机场,10:35,14:35,319,2803,0.5,120,114,广州,银川
中国南方航空(集团)公司,CZ6723,黄花机场,长春龙嘉国际机场,19:05,23:20,320,2154,0,130,121,长沙,长春
中国南方航空(集团)公司,CZ6233,天河机场,桃仙机场,14:20,17:50,738,1613,0.1,140,132,武汉,沈阳
海航集团祥鹏航空公司,8L9968,驼峰机场,巫家坝国际机场,9:05,9:50,737,1763,0.1,170,165, 腾冲,昆明
中国国际航空公司,CA4647,美兰机场,长春龙嘉国际机场,7:00,12:50,738,2775,0.5,110,104,海口,长春
中国南方航空(集团)公司,CZ3609,新白云国际机场,浦东国际机场,9:30,11:50,733,2800,0.2,220,217,广州,上海
中国国际航空公司,CA4831,高崎国际机场,凤凰国际机场,13:00,15:00,733,2102,0.2,230,222,厦门,三亚
海航集团祥鹏航空公司,8L9978,永强机场,巫家坝国际机场,10:50,13:50,JET,2014,0,260,257,温州,昆明
中国南方航空(集团)公司,CZ5009,禄口国际机场,首都国际机场,14:45,16:40,321,2776,0.5,280,275,南京,北京
中国南方航空(集团)公司,CZ3596,虹桥国际机场,新白云国际机场,8:45,11:15,321,3537,0.41,230,222,上海,广州
中国南方航空(集团)公司,CZ3226,河东机场,宝安国际机场,8:40,13:00,320,3368,0.1,100,91,银川,深圳
中国南方航空(集团)公司,CZ5038,虹桥国际机场,巫家坝国际机场,19:35,23:00,733,2251,0.5,300,295,上海,昆明
中国国际航空公司,CA4262,西双版纳机场,双流国际机场,21:40,23:25,319,1846,0.3,120,115,景洪,成都
中国南方航空(集团)公司,CZ6358,宝安国际机场,长春龙嘉国际机场,15:45,21:25,JET,1521,0.3,200,190,深圳,长春
中国国际航空公司,CA4140,首都国际机场,江北国际机场,18:30,21:00,738,2748,0.2,180,176,北京,重庆
鹰联航空公司,EU2238,丽江机场,双流国际机场,23:00,0:05,319,2313,0.4,140,135,丽江,成都
中国国际航空公司,CA4369,江北国际机场,宝安国际机场,7:55,9:35,738,1566,0.4,110,107,重庆,深圳
中国南方航空(集团)公司,CZ3811,新白云国际机场,永强机场,8:20,9:55,757,3348,0.2,140,131,广州,温州
上海航空公司,FM2279,南苑机场,衢州机场,16:20,18:20,737,1678,0.1,270,265,北京,衢州
中国南方航空(集团)公司,CZ6234,太原武宿机场,天河机场,20:50,22:10,738,2367,0.3,280,275,太原,武汉
中国南方航空(集团)公司,CZ3656,禄口国际机场,黄花机场,11:50,13:15,JET,2504,0.2,110,103,南京,长沙
中国国际航空公司,CA4911,河东机场,地窝堡国际机场,16:20,19:05,JET,2873,0.3,200,191,银川,乌鲁木齐
上海航空公司,FM5546,莱山机场,虹桥国际机场,11:50,13:20,M90,1930,0.5,220,217,烟台,上海
中国南方航空(集团)公司,CZ3660,桃仙机场,黄花机场,18:50,23:10,320,2107,0.2,130,125,沈阳,长沙
中国国际航空公司,CA1567,首都国际机场,永强机场,7:55,10:25,738,3240,0.3,270,262,北京,温州
中国国际航空公司,CA4956,长春龙嘉国际机场,流亭机场,16:35,18:20,738,2576,0.19,170,166,长春,青岛
中国国际航空公司,CA1557,首都国际机场,虹桥国际机场,11:30,13:40,JET,2515,0.5,170,163,北京,上海
中国南方航空(集团)公司,CZ6869,地窝堡国际机场,库车机场,8:35,10:10,AT7,2552,0.11,130,124,乌鲁木齐,库车
中国国际航空公司,CA1831,首都国际机场,虹桥国际机场,7:30,9:40,JET,2629,0.03,160,154,北京,上海
中国国际航空公司,CA4420,江北国际机场,贡嘎机场,15:30,17:50,319,3143,0.1,220,214,重庆,拉萨
中国国际航空公司,CA4705,流亭机场,黄花机场,8:05,11:20,733,1772,0.3,130,127,青岛,长沙
中国南方航空(集团)公司,CZ6942,双流国际机场,地窝堡国际机场,13:30,17:05,73G,1830,0,260,251,成都,乌鲁木齐
中国国际航空公司,CA4519,双流国际机场,萧山国际机场,8:05,10:30,JET,2035,0.5,260,251,成都,杭州
中国南方航空(集团)公司,CZ3476,龙洞堡机场,新郑机场,12:10,15:10,733,2069,0,120,113,贵阳,郑州
中国国际航空公司,CA1725,萧山国际机场,新白云国际机场,15:05,16:50,JET,3157,0.09,230,221,杭州,广州
中国南方航空(集团)公司,CZ5115,虹桥国际机场,首都国际机场,15:00,17:10,333,1078,0.01,160,154,上海,北京
中国南方航空(集团)公司,CZ6245,天河机场,浦东国际机场,9:50,11:20,738,1417,0.2,150,141,武汉,上海
中国国际航空公司,CA4382,新白云国际机场,两江国际机场,14:20,15:20,73G,3292,0.2,270,263,广州,桂林
中国南方航空(集团)公司,CZ3381,新白云国际机场,张家界机场,20:05,21:35,319,1379,0.39,130,126,广州,张家界
奥凯航空,BK2853,滨海国际机场,江北国际机场,14:10,18:05,738,2141,0.1,240,237,天津,重庆
中国国际航空公司,CA1346,凤凰国际机场,首都国际机场,20:25,23:55,JET,2405,0,150,141,三亚,北京
中国南方航空(集团)公司,CZ3264,禄口国际机场,昌北机场,12:10,13:20,73G,3063,0.34,270,264,南京,南昌
中国南方航空(集团)公司,CZ6870,库车机场,地窝堡国际机场,10:50,12:15,AT7,3447,0,120,115,库车,乌鲁木齐
中国南方航空(集团)公司,CZ6946,首都国际机场,南充机场,14:40,17:20,ERJ,1852,0.3,190,187,北京,南充
中国国际航空公司,CA4966,中川机场,遥墙机场,12:00,15:00,CR2,2447,0.01,210,207,兰州,济南
中国南方航空(集团)公司,CZ3876,宝安国际机场,义乌机场,14:10,17:05,JET,2502,0.4,220,210,深圳,义乌
中国南方航空(集团)公司,CZ3371,黄花机场,美兰机场,17:50,19:40,320,3522,0.4,180,177,长沙,海口
中国南方航空(集团)公司,CZ6302,新白云国际机场,永强机场,19:10,20:40,321,2646,0.5,170,162,广州,温州
中国南方航空(集团)公司,CZ3202,咸阳机场,新白云国际机场,19:55,22:25,JET,1942,0.4,150,144,西安,广州
中国南方航空(集团)公司,CZ6386,新郑机场,吴圩机场,22:25,0:25,738,2576,0.3,100,96,郑州,南宁
中国南方航空(集团)公司,CZ8119,江北国际机场,禄口国际机场,7:55,10:05,320,2002,0.4,120,117,重庆,南京
四川航空股份有限公司,3U8966,浦东国际机场,双流国际机场,21:05,0:25,320,1515,0,290,287,上海,成都
中国南方航空(集团)公司,CZ3809,新白云国际机场,永强机场,17:10,18:30,73G,1009,0.4,140,136,广州,温州
四川航空股份有限公司,3U9237,双流国际机场,丽江机场,21:15,22:20,319,1262,0.3,120,117,成都,丽江
中国南方航空(集团)公司,CZ3857,外砂机场,新白云国际机场,18:00,18:45,733,2392,0.4,250,247,汕头,广州
中国国际航空公司,CA1523,滨海国际机场,虹桥国际机场,15:40,17:25,JET,2789,0.3,300,290,天津,上海
中国南方航空(集团)公司,CZ6755,宝安国际机场,浪头机场,10:10,15:20,320,1552,0.2,120,111,深圳,丹东
中国南方航空(集团)公司,CZ3613,新白云国际机场,海浪机场,9:30,15:25,733,2255,0.39,240,233,广州,牡丹江
中国国际航空公司,CA1185,宝安国际机场,美兰机场,11:40,12:40,738,2332,0.2,200,192,深圳,海口
中国国际航空公司,CA1440,江北国际机场,首都国际机场,17:00,19:30,321,1816,0.1,290,280,重庆,北京
中国南方航空(集团)公司,CZ3781,龙洞堡机场,黄花机场,12:50,13:50,738,1378,0.18,100,96,贵阳,长沙
中国南方航空(集团)公司,CZ3687,龙洞堡机场,首都国际机场,11:00,13:50,738,2360,0.1,100,93,贵阳,北京
上海航空公司,FM5525,虹桥国际机场,遥墙机场,14:45,16:05,320,2681,0.3,290,286,上海,济南
中国国际航空公司,CA904,吴圩机场,首都国际机场,8:00,11:05,733,1407,0.3,130,123,南宁,北京
中国南方航空(集团)公司,CZ6885,地窝堡国际机场,新白云国际机场,14:40,19:20,757,2000,0.3,260,253,乌鲁木齐,广州
四川航空股份有限公司,3U3234,观音机场,桃仙机场,16:40,18:20,EMB,2984,0.1,280,277,徐州,沈阳
中国南方航空(集团)公司,CZ3477,巫家坝国际机场,云端机场,10:35,11:25,319,1805,0.25,200,194,昆明,保山
中国国际航空公司,CA4957,高崎国际机场,骆岗机场,7:55,9:05,733,1452,0,210,201,厦门,合肥
中国国际航空公司,CA1589,首都国际机场,虹桥国际机场,20:30,22:40,JET,2393,0.1,130,125,北京,上海
中国南方航空(集团)公司,CZ6982,高崎国际机场,地窝堡国际机场,16:15,23:05,757,3420,0.5,130,121,厦门,乌鲁木齐
中国南方航空(集团)公司,CZ6922,黎平机场,新白云国际机场,12:55,14:15,ERJ,1949,0.04,110,102,贺州,广州
鹰联航空公司,EU2719,福城机场,凤凰国际机场,14:20,14:55,319,3351,0.24,130,124,北海,三亚
中国南方航空(集团)公司,CZ6399,新郑机场,凤凰国际机场,18:00,21:50,733,3342,0.2,110,105,郑州,三亚
中国南方航空(集团)公司,CZ3214,咸阳机场,宝安国际机场,12:30,15:05,320,2266,0.2,300,292,西安,深圳
中国国际航空公司,CA4365,宝安国际机场,达县机场,17:10,19:00,319,3025,0.2,180,174,深圳,达县
中国国际航空公司,CA1540,永强机场,首都国际机场,17:25,20:00,319,3847,0.4,180,177,温州,北京
上海航空公司,FM5306,新白云国际机场,虹桥国际机场,21:30,23:35,AB6,3513,0.1,210,201,广州,上海
海航集团祥鹏航空公司,8L9982,凤凰国际机场,巫家坝国际机场,16:30,18:30,737,1855,0,170,163,三亚,昆明
中国南方航空(集团)公司,CZ6037,江北国际机场,吴圩机场,14:50,16:25,73G,3818,0,100,91,重庆,南宁
中国国际航空公司,CA4304,新白云国际机场,双流国际机场,19:55,22:00,733,2867,0,120,112,广州,成都
中国国际航空公司,CA1662,长春龙嘉国际机场,首都国际机场,8:00,9:50,JET,3032,0.1,280,271,长春,北京
中国南方航空(集团)公司,CZ3792,黄花机场,龙洞堡机场,19:45,21:00,738,2175,0.2,260,257,长沙,贵阳
四川航空股份有限公司,3U3225,桃仙机场,永强机场,13:45,17:55,EMB,3614,0.28,230,227,沈阳,温州
中国国际航空公司,CA4778,滨海国际机场,流亭机场,19:10,20:10,CR2,1501,0.1,220,214,天津,青岛
中国南方航空(集团)公司,CZ6491,中川机场,地窝堡国际机场,12:50,15:30,319,1652,0,180,175,兰州,乌鲁木齐
四川航空股份有限公司,3U9218,宝安国际机场,双流国际机场,12:00,14:25,319,2626,0.1,110,105,深圳,成都
中国国际航空公司,CA1564,萧山国际机场,首都国际机场,18:10,20:00,738,2616,0.3,190,180,杭州,北京
中国南方航空(集团)公司,CZ3834,泉州晋江机场,宝安国际机场,22:45,23:50,320,3555,0.1,220,217,晋江,深圳
奥凯航空,BK2858,泉州晋江机场,禄口国际机场,11:25,12:55,738,3287,0.3,140,137,晋江,南京
四川航空股份有限公司,3U8844,太平机场,双流国际机场,16:40,22:05,319,3145,0.5,160,157,哈尔滨,成都
中国南方航空(集团)公司,CZ3546,昌北机场,新白云国际机场,21:55,23:25,JET,3235,0.4,300,294,南昌,广州
中国国际航空公司,CA1832,虹桥国际机场,首都国际机场,10:55,13:15,JET,2646,0.2,220,216,上海,北京
中国国际航空公司,CA1268,白塔机场,首都国际机场,20:30,21:30,738,2355,0.23,270,265,呼和浩特,北京
中国国际航空公司,CA4762,太平机场,江北国际机场,14:05,19:05,737,2849,0.4,180,170,哈尔滨,重庆
中国南方航空(集团)公司,CZ6460,巫家坝国际机场,江北国际机场,15:30,16:55,320,3218,0.2,140,133,昆明,重庆
中国南方航空(集团)公司,CZ6260,高崎国际机场,永强机场,16:25,17:20,M90,2620,0.1,160,154,厦门,温州
中国南方航空(集团)公司,CZ3437,江北国际机场,天河机场,8:15,9:20,738,1866,0.2,170,163,重庆,武汉
中国南方航空(集团)公司,CZ3542,萧山国际机场,天河机场,20:50,22:00,73G,2608,0.4,270,261,杭州,武汉
中国南方航空(集团)公司,CZ3535,新白云国际机场,昌北机场,12:30,13:55,73G,3097,0.1,210,201,广州,南昌
中国国际航空公司,CA1661,首都国际机场,长春龙嘉国际机场,20:25,22:05,JET,1348,0.4,120,114,北京,长春
中国国际航空公司,CA4172,首都国际机场,巫家坝国际机场,12:20,15:45,738,2691,0.3,180,177,北京,昆明
中国国际航空公司,CA1533,滨海国际机场,虹桥国际机场,8:20,10:05,JET,1891,0.1,150,145,天津,上海
鹰联航空公司,EU2212,凤凰国际机场,双流国际机场,23:30,1:40,319,2314,0.48,190,183,三亚,成都
中国南方航空(集团)公司,CZ5168,首都国际机场,萧山国际机场,15:15,17:15,320,2770,0.46,220,212,北京,杭州
中国南方航空(集团)公司,CZ3611,新白云国际机场,三家子机场,9:30,15:25,733,2582,0.2,170,164,广州,齐齐哈尔
中国国际航空公司,CA4373,巫家坝国际机场,宝安国际机场,18:20,20:10,738,2117,0.5,300,293,昆明,深圳
中国南方航空(集团)公司,CZ3698,禄口国际机场,新白云国际机场,20:50,23:00,321,2723,0.3,250,246,南京,广州
中国国际航空公司,CA4726,长乐机场,骆岗机场,20:35,21:55,CR7,3034,0.08,120,113,福州,合肥
